question_id,question_type,question_text,difficulty,primary_tables,expected_output_rows,workflow_complexity,generation_model,generation_timestamp,reference_sql,function_sequence,expected_result_summary,success_criteria
469,function,What are the implications of using different methodological approaches to analyze the same economic phenomena?,hard,query_economic_data,1,single,single_query,,,"[{""function_name"": ""query_economic_data"", ""arguments"": {""year_range"": [2014, 2024]}, ""expected_response"": {""status"": ""success"", ""data_type"": ""economic"", ""records_returned"": 200, ""query_parameters"": {""year_range"": [2014, 2024]}, ""execution_time"": ""1.2s""}, ""response_type"": ""data""}]",,"Correct function selected for economic data query,Function arguments match question requirements,Query executes successfully"
470,function,How do changes in economic structure challenge traditional measurement frameworks and require new approaches?,hard,query_economic_data,1,single,single_query,,,"[{""function_name"": ""query_economic_data"", ""arguments"": {""year_range"": [2014, 2024]}, ""expected_response"": {""status"": ""success"", ""data_type"": ""economic"", ""records_returned"": 200, ""query_parameters"": {""year_range"": [2014, 2024]}, ""execution_time"": ""1.2s""}, ""response_type"": ""data""}]",,"Correct function selected for economic data query,Function arguments match question requirements,Query executes successfully"
471,function,"What patterns in economic data provide early warning of impending crises, and how reliable are these signals?",hard,query_economic_data,1,single,single_query,,,"[{""function_name"": ""query_economic_data"", ""arguments"": {""year_range"": [2014, 2024]}, ""expected_response"": {""status"": ""success"", ""data_type"": ""economic"", ""records_returned"": 200, ""query_parameters"": {""year_range"": [2014, 2024]}, ""execution_time"": ""1.2s""}, ""response_type"": ""data""}]",,"Correct function selected for economic data query,Function arguments match question requirements,Query executes successfully"
472,function,"How do different crisis response strategies affect economic recovery patterns, and what determines their effectiveness?",hard,query_economic_data,1,single,single_query,,,"[{""function_name"": ""query_economic_data"", ""arguments"": {""year_range"": [2014, 2024]}, ""expected_response"": {""status"": ""success"", ""data_type"": ""economic"", ""records_returned"": 200, ""query_parameters"": {""year_range"": [2014, 2024]}, ""execution_time"": ""1.2s""}, ""response_type"": ""data""}]",,"Correct function selected for economic data query,Function arguments match question requirements,Query executes successfully"
473,function,"What evidence exists for the optimal timing, magnitude, and composition of crisis interventions?",hard,query_budget_data,1,fallback,fallback_workflow,,,"[{""function_name"": ""query_budget_data"", ""arguments"": {}, ""expected_response"": {""status"": ""success"", ""data_type"": ""budget"", ""records_returned"": 150, ""query_parameters"": {}, ""execution_time"": ""0.8s""}, ""response_type"": ""data""}]",,Basic data query executed successfully
474,function,"How do economic systems learn and adapt from crises, and what patterns indicate successful vs. failed adaptations?",hard,query_economic_data,1,single,single_query,,,"[{""function_name"": ""query_economic_data"", ""arguments"": {""year_range"": [2014, 2024]}, ""expected_response"": {""status"": ""success"", ""data_type"": ""economic"", ""records_returned"": 200, ""query_parameters"": {""year_range"": [2014, 2024]}, ""execution_time"": ""1.2s""}, ""response_type"": ""data""}]",,"Correct function selected for economic data query,Function arguments match question requirements,Query executes successfully"
475,function,"What role do automatic stabilizers vs. discretionary interventions play in crisis response, and how can they be optimized?",hard,compare_categories,1,comparative,comparative_analysis,,,"[{""function_name"": ""compare_categories"", ""arguments"": {""category1"": ""Primary Category"", ""category2"": ""Secondary Category"", ""metric"": ""total_value"", ""time_period"": [2014, 2024], ""comparison_type"": ""relative""}, ""expected_response"": {""comparison_result"": ""analysis_complete""}, ""response_type"": ""analysis""}]",,"Data retrieval functions called for comparison subjects,Comparison function properly configured,Analysis results provide meaningful comparison"
476,function,How do patterns in economic data reveal coordination successes and failures in economic policy?,hard,query_economic_data,1,single,single_query,,,"[{""function_name"": ""query_economic_data"", ""arguments"": {""year_range"": [2014, 2024]}, ""expected_response"": {""status"": ""success"", ""data_type"": ""economic"", ""records_returned"": 200, ""query_parameters"": {""year_range"": [2014, 2024]}, ""execution_time"": ""1.2s""}, ""response_type"": ""data""}]",,"Correct function selected for economic data query,Function arguments match question requirements,Query executes successfully"
477,function,What evidence exists for the benefits of policy coordination across different levels of government and policy domains?,hard,analyze_trends,1,multi_step,multi_step_analysis,,,"[{""function_name"": ""analyze_trends"", ""arguments"": {""data_type"": ""combined"", ""analysis_type"": ""comprehensive"", ""time_period"": [2014, 2024]}, ""expected_response"": {""analysis"": ""completed""}, ""response_type"": ""analysis""}]",,"Multi-step workflow executed in logical order,Each step builds on previous results,Final analysis integrates all data sources"
478,function,"How do collective action problems manifest in economic patterns, and what mechanisms can address them?",hard,query_economic_data,1,single,single_query,,,"[{""function_name"": ""query_economic_data"", ""arguments"": {""year_range"": [2014, 2024]}, ""expected_response"": {""status"": ""success"", ""data_type"": ""economic"", ""records_returned"": 200, ""query_parameters"": {""year_range"": [2014, 2024]}, ""execution_time"": ""1.2s""}, ""response_type"": ""data""}]",,"Correct function selected for economic data query,Function arguments match question requirements,Query executes successfully"
479,function,What role do economic expectations and coordination devices play in determining economic outcomes?,hard,query_economic_data,1,single,single_query,,,"[{""function_name"": ""query_economic_data"", ""arguments"": {""year_range"": [2014, 2024]}, ""expected_response"": {""status"": ""success"", ""data_type"": ""economic"", ""records_returned"": 200, ""query_parameters"": {""year_range"": [2014, 2024]}, ""execution_time"": ""1.2s""}, ""response_type"": ""data""}]",,"Correct function selected for economic data query,Function arguments match question requirements,Query executes successfully"
480,function,How can economic data help design mechanisms for better economic coordination?,hard,query_economic_data,1,single,single_query,,,"[{""function_name"": ""query_economic_data"", ""arguments"": {""year_range"": [2014, 2024]}, ""expected_response"": {""status"": ""success"", ""data_type"": ""economic"", ""records_returned"": 200, ""query_parameters"": {""year_range"": [2014, 2024]}, ""execution_time"": ""1.2s""}, ""response_type"": ""data""}]",,"Correct function selected for economic data query,Function arguments match question requirements,Query executes successfully"
481,function,"What patterns characterize successful vs. unsuccessful economic transformations, and what factors determine the outcomes?",hard,query_economic_data,1,single,single_query,,,"[{""function_name"": ""query_economic_data"", ""arguments"": {""year_range"": [2014, 2024]}, ""expected_response"": {""status"": ""success"", ""data_type"": ""economic"", ""records_returned"": 200, ""query_parameters"": {""year_range"": [2014, 2024]}, ""execution_time"": ""1.2s""}, ""response_type"": ""data""}]",,"Correct function selected for economic data query,Function arguments match question requirements,Query executes successfully"
